                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                                       ""                                 "CRMATH"                               "20250616"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160 
                            model_number                                star_mass                                 star_age                                    log_R                                 log_Teff                                    log_L                           log_L_div_Ledd                                   log_LZ                                   log_LH                                  log_LHe                                 log_Lnuc                                    log_g                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_c13                               center_n13                               center_n14                               center_n15                               center_o14                               center_o15                               center_o16                               center_o17                               center_o18                               center_f17                               center_f18                               center_f19                              center_ne18                              center_ne19                              center_ne20                              center_mg22                              center_mg24                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_c13                              surface_n13                              surface_n14                              surface_n15                              surface_o14                              surface_o15                              surface_o16                              surface_o17                              surface_o18                              surface_f17                              surface_f18                              surface_f19                             surface_ne18                             surface_ne19                             surface_ne20                             surface_mg22                             surface_mg24                                       pp                                      cno                                tri_alpha                             co_core_mass                        center_degeneracy                        c_log_eps_burn_pp                 c_log_eps_burn_tri_alpha                           conv_mx1_bot_r                           conv_mx1_top_r                           conv_mx2_bot_r                           conv_mx2_top_r                              cz_bot_mass                            cz_bot_radius                             cz_log_xmsun                                  cz_mass                          cz_scale_height                              cz_top_mass                            cz_top_radius                      cz_top_scale_height                                  cz_zone                          acoustic_cutoff                                   nu_max                                 delta_nu                                 delta_Pg                      dt_div_max_tau_conv                      dt_div_min_tau_conv                        dynamic_timescale                            envelope_mass                                e_thermal                             fe_core_mass                       gradT_excess_alpha                   grav_dark_L_equatorial                        grav_dark_L_polar                grav_dark_Teff_equatorial                     grav_dark_Teff_polar                              h1_czb_mass                            he_core_lgRho                              he_core_lgT                             he_core_mass                              i_rot_total                             kh_timescale                            log_abs_Lgrav                           log_center_Rho                             log_center_T                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                              v_surf_km_s            surf_avg_omega_div_omega_crit                           surf_avg_v_rot                          surf_avg_v_crit                    log_surf_cell_opacity                          log_surf_cell_P                   log_surf_cell_pressure                   log_surf_optical_depth                           mass_conv_core                  max_conv_vel_div_csound                      max_gradT_div_grada                       max_L_rad_div_Ledd                           min_Pgas_div_P                               min_t_eddy                                mx1_bot_r                                mx1_top_r                                mx2_bot_r                                mx2_top_r                   neutron_rich_core_mass                                num_iters                 photosphere_cell_opacity                       photosphere_cell_T                             power_h_burn                            power_he_burn                                star_mdot                              surface_b11                              surface_be9                             surface_ca40                             surface_fe56                             surface_na23                    surface_optical_depth                              surface_s32                             surface_si28                             surface_ti48                   surf_avg_Lrad_div_Ledd                      surf_avg_omega_crit                           surf_avg_omega                    surf_avg_v_div_v_crit                 surf_num_c12_div_num_o16                  surf_r_equatorial_div_r            surf_r_equatorial_div_r_polar                       surf_r_polar_div_r                   total_angular_momentum                            total_mass_h1                           total_mass_he4                          v_wind_Km_per_s                        v_div_csound_surf                             center_omega                             center_gamma                              center_si28                              num_retries 
                                       1                  1.2000000000000000E+000                  1.0000000000000001E-005                  3.7816410941988099E-001                  3.6699613693834565E+000                  3.9086737464459437E-001                 -4.1423630315399729E+000                 -1.9691888454767074E+001                 -4.6065088515424186E+000                 -9.8999999999999986E+001                 -4.6065088515424186E+000                  3.7609206545109957E+000                  7.1184999999999987E-001                  9.2581672951687551E-021                  2.8956916256552925E-005                  2.7207104308374352E-001                  9.9719534929563023E-009                  8.5043763055830319E-031                  2.6661597707321848E-052                  2.7329493446163031E-003                  3.3174552414566305E-005                  4.6017843012920387E-030                  8.0761945395588458E-004                  3.1805956433288746E-006                  3.3589144797861021E-061                  8.5654313019591631E-035                  7.5079570155867446E-003                  2.9753694540330761E-006                  1.6941050191672761E-005                  1.6353741446929319E-037                  1.0040531048010254E-099                  3.9939946938314855E-007                  1.0040531048010254E-099                  1.0040531048010254E-099                  1.6732321001597045E-003                  3.9622444312762841E-043                  3.2715611465547832E-003                  7.1184999999999998E-001                  7.6588439084021786E-042                  2.8956916256552911E-005                  2.7207104308374364E-001                  9.9719534931473115E-009                  6.6378744466066762E-096                  1.0035934779123371E-099                  2.7329493446163022E-003                  3.3174552414566325E-005                  1.0035959492040969E-099                  8.0761945395588415E-004                  3.1805956433288742E-006                  1.0035939031339974E-099                  1.0035944618008191E-099                  7.5079570155867428E-003                  2.9753694540330748E-006                  1.6941050191672761E-005                  1.0035938336175063E-099                  1.0035990127171576E-099                  3.9939946938314855E-007                  1.0035934778457592E-099                  1.0035934821377934E-099                  1.6732321001597045E-003                  1.0035962489275310E-099                  3.2715611465547849E-003                 -4.6065088515430341E+000                 -1.6455078060980732E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.5253873551524970E+000                 -2.8344770212989578E+000                 -9.8999999999999986E+001                  4.1816079481223606E-001                  2.3880171388703246E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7494896993133860E-002                  4.1816079481223606E-001                  6.5394867973053550E-002                  3.7494896993133860E-002                  8.2704873199439911E+010                  1.1999999985730501E+000                  2.3880171388703246E+000                  6.3979136097254969E+007                                      664                  1.0611610322618708E+003                  7.1912455654584232E+002                  4.0511767886403547E+001                  0.0000000000000000E+000                  3.1557600000000005E-097                  0.0000000000000000E+000                  3.3729709242487661E+004                  1.2000000000000000E+000                  1.7004706022166790E+048                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7718085377008142E+006                 -9.8999999999999986E+001                 -1.1165716101439557E-001                  6.5867034620972689E+000                  1.4604179281816860E+001                 -1.1165716101439557E-001                  6.5867034620972689E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.5934494480735044E-001                  4.5444276774379704E+000                  4.5444276774379704E+000                 -1.7609125905568127E-001                  0.0000000000000000E+000                  2.7258988222661945E-001                  1.9333331364825319E+000                  2.0327376649629126E-003                  9.9860567396417932E-001                  3.5906763566168343E+002                  4.1816079481223606E-001                  2.3880171388703246E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                                        2                  1.0981332843765372E-001                  4.6772663587513762E+003                  2.4745210265436851E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8534274396130539E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.5421999999999965E-001                  3.2648525170049197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3212867786958338E-002                  0.0000000000000000E+000                                        0 
                                       2                  1.2000000000000000E+000                  2.1999999999999999E-005                  3.7816411057854271E-001                  3.6699623768998957E+000                  3.9087140702767481E-001                 -4.1423601822802576E+000                 -1.9992918450431056E+001                 -4.6064874696042084E+000                 -9.8999999999999986E+001                 -4.6064874696042084E+000                  3.7609206521936724E+000                  7.1184999999999987E-001                  2.0358823509734822E-020                  2.8956916256552925E-005                  2.7207104308374352E-001                  9.9719534927270955E-009                  1.8709046104681747E-030                  5.8765984036788840E-052                  2.7329493446163031E-003                  3.3174552414566305E-005                  8.4394135104712060E-030                  8.0761945395588458E-004                  3.1805956433288746E-006                  7.1331300965553381E-061                  1.1826842172364024E-034                  7.5079570155867446E-003                  2.9753694540330761E-006                  1.6941050191672761E-005                  2.0224766129395638E-037                  1.0040531048010254E-099                  3.9939946938314855E-007                  1.0040531048010254E-099                  1.0040531048010254E-099                  1.6732321001597045E-003                  8.7169377493752167E-043                  3.2715611465547832E-003                  7.1184999999999998E-001                  1.9920960725116316E-041                  2.8956916256552911E-005                  2.7207104308374364E-001                  9.9719534931473132E-009                  1.7282412065212250E-095                  1.0035934779123371E-099                  2.7329493446163022E-003                  3.3174552414566325E-005                  1.0036004044766873E-099                  8.0761945395588415E-004                  3.1805956433288742E-006                  1.0035953359821248E-099                  1.0035969919207075E-099                  7.5079570155867428E-003                  2.9753694540330748E-006                  1.6941050191672761E-005                  1.0035950961079973E-099                  1.0036085397251232E-099                  3.9939946938314855E-007                  1.0035934778457592E-099                  1.0035935202514393E-099                  1.6732321001597045E-003                  1.0036010159924643E-099                  3.2715611465547849E-003                 -4.6064874696049012E+000                 -1.6403450312205319E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.5253873551464103E+000                 -2.8344580364356986E+000                 -9.8999999999999986E+001                  4.1816079481084256E-001                  2.3880171424199719E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7494896993133596E-002                  4.1816079481084256E-001                  6.5394867973053550E-002                  3.7494896993133596E-002                  8.2704873199151154E+010                  1.1999999985730501E+000                  2.3880171424199719E+000                  6.3979329735937268E+007                                      665                  1.0611603277162953E+003                  7.1912371856342804E+002                  4.0511766188222083E+001                  0.0000000000000000E+000                  3.7869120000000002E-097                  0.0000000000000000E+000                  3.3729709377469771E+004                  1.2000000000000000E+000                  1.7004706022220664E+048                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7717549318561060E+006                 -9.8999999999999986E+001                 -1.1165716100996571E-001                  6.5867034620984661E+000                  1.4604179281822489E+001                 -1.1165716100996571E-001                  6.5867034620984661E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.5934394144198132E-001                  4.5444266724084894E+000                  4.5444266724084894E+000                 -1.7609125905568127E-001                  0.0000000000000000E+000                  2.7259468113116059E-001                  1.9333405114620039E+000                  2.0327376647873009E-003                  9.9860567396418209E-001                  3.5906160886589760E+002                  4.1816079481084256E-001                  2.3880171424199719E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                                        2                  1.0981358214342871E-001                  4.6772772102809513E+003                  2.4746428594483058E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8534274396130539E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.5421999999999965E-001                  3.2648525170049197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3212867786999208E-002                  0.0000000000000000E+000                                        0 
                                       3                  1.2000000000000000E+000                  3.6400000000000004E-005                  3.7816411039996323E-001                  3.6699622663529268E+000                  3.9087096448263836E-001                 -4.1423606481028870E+000                 -1.9992918450431056E+001                 -4.6064618281102652E+000                 -9.8999999999999986E+001                 -4.6064618281102652E+000                  3.7609206525508312E+000                  7.1184999999999987E-001                  3.3666455834549648E-020                  2.8956916256552925E-005                  2.7207104308374352E-001                  9.9719534924520430E-009                  3.0953812175665074E-030                  9.7289006551403532E-052                  2.7329493446163031E-003                  3.3174552414566305E-005                  1.1455755236084800E-029                  8.0761945395588458E-004                  3.1805956433288746E-006                  1.0341436457758726E-060                  1.2919482799726308E-034                  7.5079570155867446E-003                  2.9753694540330761E-006                  1.6941050191672761E-005                  2.1014300894359274E-037                  1.0040531048010254E-099                  3.9939946938314855E-007                  1.0040531048010254E-099                  1.0040531048010254E-099                  1.6732321001597045E-003                  1.4422569731980454E-042                  3.2715611465547832E-003                  7.1184999999999998E-001                  3.9515615198679480E-041                  2.8956916256552911E-005                  2.7207104308374364E-001                  9.9719534931473115E-009                  3.4325487718686021E-095                  1.0035934779123371E-099                  2.7329493446163022E-003                  3.3174552414566325E-005                  1.0036050917701629E-099                  8.0761945395588415E-004                  3.1805956433288742E-006                  1.0035975713739757E-099                  1.0036002689101545E-099                  7.5079570155867428E-003                  2.9753694540330748E-006                  1.6941050191672761E-005                  1.0035971417574152E-099                  1.0036183597708994E-099                  3.9939946938314855E-007                  1.0035934778457602E-099                  1.0035936508221646E-099                  1.6732321001597045E-003                  1.0036059287607850E-099                  3.2715611465547849E-003                 -4.6064618281110192E+000                 -1.6366783669440327E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.5253873551390935E+000                 -2.8344352781896651E+000                 -9.8999999999999986E+001                  4.1816079480913115E-001                  2.3880171417927372E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7494896993133596E-002                  4.1816079480913115E-001                  6.5394867973053550E-002                  3.7494896993133596E-002                  8.2704873198803070E+010                  1.1999999985730501E+000                  2.3880171417927372E+000                  6.3979292291823164E+007                                      665                  1.0611604052709065E+003                  7.1912381067907654E+002                  4.0511766291015689E+001                  0.0000000000000000E+000                  4.5442944000000009E-097                  0.0000000000000000E+000                  3.3729709356665560E+004                  1.2000000000000000E+000                  1.7004706022288186E+048                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7717608156368658E+006                 -9.8999999999999986E+001                 -1.1165716100445339E-001                  6.5867034621000293E+000                  1.4604179281829568E+001                 -1.1165716100445339E-001                  6.5867034621000293E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.5934405148651625E-001                  4.5444267827385936E+000                  4.5444267827385936E+000                 -1.7609125905568127E-001                  0.0000000000000000E+000                  2.7259636240145202E-001                  1.9333322233591570E+000                  2.0327376646179876E-003                  9.9860567396418465E-001                  3.5905963270541713E+002                  4.1816079480913115E-001                  2.3880171417927372E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                                        2                  1.0981355431810845E-001                  4.6772760196255904E+003                  2.4747889709366540E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8534274396130539E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.5421999999999965E-001                  3.2648525170049197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3212867787038857E-002                  0.0000000000000000E+000                                        0 
                                       4                  1.2000000000000000E+000                  5.3680000000000008E-005                  3.7816411004628497E-001                  3.6699621092122752E+000                  3.9087033521267683E-001                 -4.1423616648256605E+000                 -2.0470039705150718E+001                 -4.6064310825338977E+000                 -9.8999999999999986E+001                 -4.6064310825338977E+000                  3.7609206532581880E+000                  7.1184999999999987E-001                  4.9616693678245864E-020                  2.8956916256552925E-005                  2.7207104308374352E-001                  9.9719534921219831E-009                  4.5646325289275133E-030                  1.4351284001950625E-051                  2.7329493446163031E-003                  3.3174552414566305E-005                  1.3673541824912263E-029                  8.0761945395588458E-004                  3.1805956433288746E-006                  1.2751630500525573E-060                  1.3239417395254069E-034                  7.5079570155867446E-003                  2.9753694540330761E-006                  1.6941050191672761E-005                  2.1152407852159123E-037                  1.0040531048010254E-099                  3.9939946938314855E-007                  1.0040531048010254E-099                  1.0040531048010254E-099                  1.6732321001597045E-003                  2.1269328112408186E-042                  3.2715611465547832E-003                  7.1184999999999998E-001                  7.0838873948284757E-041                  2.8956916256552911E-005                  2.7207104308374364E-001                  9.9719534931473115E-009                  6.1630107103437429E-095                  1.0035934779123371E-099                  2.7329493446163022E-003                  3.3174552414566325E-005                  1.0036090987704488E-099                  8.0761945395588415E-004                  3.1805956433288742E-006                  1.0036000969176816E-099                  1.0036035046420419E-099                  7.5079570155867428E-003                  2.9753694540330748E-006                  1.6941050191672761E-005                  1.0035995188540582E-099                  1.0036266554068408E-099                  3.9939946938314855E-007                  1.0035934778457679E-099                  1.0035939280297156E-099                  1.6732321001597045E-003                  1.0036100787100586E-099                  3.2715611465547849E-003                 -4.6064310825346970E+000                 -1.6341671436033717E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.5253873551302988E+000                 -2.8344080022228169E+000                 -9.8999999999999986E+001                  4.1816079480705426E-001                  2.3880171402930390E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7494896993133596E-002                  4.1816079480705426E-001                  6.5394867973053550E-002                  3.7494896993133596E-002                  8.2704873198383881E+010                  1.1999999985730501E+000                  2.3880171402930390E+000                  6.3979260416396827E+007                                      665                  1.0611605159971657E+003                  7.1912394195054446E+002                  4.0511766616642312E+001                  0.0000000000000000E+000                  5.4531532800000001E-097                  0.0000000000000000E+000                  3.3729709315462649E+004                  1.2000000000000000E+000                  1.7004706022371133E+048                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7717691833224762E+006                 -9.8999999999999986E+001                 -1.1165716099777047E-001                  6.5867034621019478E+000                  1.4604179281838162E+001                 -1.1165716099777047E-001                  6.5867034621019478E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.5934420782582808E-001                  4.5444269396836701E+000                  4.5444269396836701E+000                 -1.7609125905568127E-001                  0.0000000000000000E+000                  2.7259565588312251E-001                  1.9333306598257982E+000                  2.0327376643981213E-003                  9.9860567396418776E-001                  3.5906041163998998E+002                  4.1816079480705426E-001                  2.3880171402930390E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                                        2                  1.0981351478693056E-001                  4.6772743271298787E+003                  2.4749641781056616E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8534274396130539E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.5421999999999965E-001                  3.2648525170049197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3212867787083987E-002                  0.0000000000000000E+000                                        0 
                                       5                  1.2000000000000000E+000                  7.4416000000000014E-005                  3.7816410967140990E-001                  3.6699619954028289E+000                  3.9086987922514238E-001                 -4.1423625070290475E+000                 -2.0470039705150718E+001                 -4.6063942226749690E+000                 -9.8999999999999986E+001                 -4.6063942226749681E+000                  3.7609206540079381E+000                  7.1184999999999987E-001                  6.8729771658059007E-020                  2.8956916256552925E-005                  2.7207104308374352E-001                  9.9719534917259108E-009                  6.3275604309651364E-030                  1.9897597634873003E-051                  2.7329493446163031E-003                  3.3174552414566305E-005                  1.5186960033717561E-029                  8.0761945395588458E-004                  3.1805956433288746E-006                  1.4405575418753641E-060                  1.3320793113197599E-034                  7.5079570155867446E-003                  2.9753694540330761E-006                  1.6941050191672761E-005                  2.1173040740402743E-037                  1.0040531048010254E-099                  3.9939946938314855E-007                  1.0040531048010254E-099                  1.0040531048010254E-099                  1.6732321001597045E-003                  2.9485438170805952E-042                  3.2715611465547832E-003                  7.1184999999999998E-001                  1.2100437379063574E-040                  2.8956916256552911E-005                  2.7207104308374364E-001                  9.9719534931473115E-009                  1.0546950077563955E-094                  1.0035934779123371E-099                  2.7329493446163022E-003                  3.3174552414566325E-005                  1.0036122625728529E-099                  8.0761945395588415E-004                  3.1805956433288742E-006                  1.0036025480663911E-099                  1.0036063491627866E-099                  7.5079570155867428E-003                  2.9753694540330748E-006                  1.6941050191672761E-005                  1.0036018747375657E-099                  1.0036331540347570E-099                  3.9939946938314855E-007                  1.0035934778458199E-099                  1.0035943727786710E-099                  1.6732321001597045E-003                  1.0036133298650848E-099                  3.2715611465547849E-003                 -4.6063942226757986E+000                 -1.6325332190248776E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -4.5253873551197588E+000                 -2.8343753198449733E+000                 -9.8999999999999986E+001                  4.1816079480455398E-001                  2.3880171385518718E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7494896993133596E-002                  4.1816079480455398E-001                  6.5394867973053550E-002                  3.7494896993133596E-002                  8.2704873197880585E+010                  1.1999999985730501E+000                  2.3880171385518718E+000                  6.3979237973507538E+007                                      665                  1.0611605967662636E+003                  7.1912403741736841E+002                  4.0511766967534740E+001                  0.0000000000000000E+000                  6.5437839360000003E-097                  0.0000000000000000E+000                  3.3729709271790351E+004                  1.2000000000000000E+000                  1.7004706022470530E+048                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7717752483773762E+006                 -9.8999999999999986E+001                 -1.1165716098973869E-001                  6.5867034621042606E+000                  1.4604179281848515E+001                 -1.1165716098973869E-001                  6.5867034621042606E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.5934432095093292E-001                  4.5444270534851769E+000                  4.5444270534851769E+000                 -1.7609125905568127E-001                  0.0000000000000000E+000                  2.7259541662677250E-001                  1.9333295886186248E+000                  2.0327376641443707E-003                  9.9860567396419131E-001                  3.5906057005384775E+002                  4.1816079480455398E-001                  2.3880171385518718E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                                        2                  1.0981348618269018E-001                  4.6772731013370676E+003                  2.4751742445599148E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8534274396130539E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.5421999999999965E-001                  3.2648525170049197E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3212867787136889E-002                  0.0000000000000000E+000                                        0 
