6393.807692	3.123076923
6298.426573	3.086153846
6191.15035	3.030769231
6123.646853	2.975384615
6048.176573	2.926153846
5964.776224	2.864615385
5897.272727	2.809230769
5829.769231	2.753846154
5766.243007	2.698461538
5698.788462	2.618461538
5647.194056	2.563076923
5599.589161	2.501538462
5528.181818	2.409230769
5476.611888	2.341538462
5448.893357	2.28
5409.255245	2.212307692
5377.571678	2.144615385
5337.945804	2.070769231
5302.297203	1.996923077
5254.741259	1.910769231
5215.115385	1.836923077
5179.454545	1.769230769
5151.748252	1.701538462
5104.204545	1.609230769
5072.56993	1.516923077
5033.02972	1.4
4997.417832	1.307692308
4965.770979	1.221538462
4930.146853	1.135384615
4902.48951	1.043076923
4866.877622	0.950769231
4831.302448	0.84
4799.655594	0.753846154
4775.938811	0.68
4744.27972	0.6
4708.667832	0.507692308
