6506.774195	3.223851951
6334.044686	3.186737086
6191.058125	3.143252734
6062.933699	3.093445593
5925.843428	3.031114287
5800.639128	2.96246953
5696.249288	2.887483306
5591.859448	2.812497081
5487.394893	2.712406489
5385.9065	2.612306557
5299.242884	2.493331652
5224.46524	2.368043298
5152.663759	2.242745603
5083.801083	2.104886386
5029.856578	1.979532655
4969.866353	1.822817143
4924.850336	1.697435395
4879.778282	1.55322537
4822.614789	1.346291782
4774.361106	1.133054085
4729.102264	0.92608314
4689.814426	0.725369608
4653.540108	0.53719892
4626.268994	0.374104583
4598.941843	0.192181969
4565.531616	-0.033654609
